concept	Code	Source	Description	QW	RTL	NS	LL	Votes	Concensus	Comment	agreement	Concept
HF_IsA	194767001	SNOMED	Benign hypertensive heart disease with congestive cardiac failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	92506005	SNOMED	Biventricular congestive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	72481000119103	SNOMED	Congestive heart failure as early postoperative complication (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	101281000119107	SNOMED	Congestive heart failure due to cardiomyopathy (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	426263006	SNOMED	Congestive heart failure due to left ventricular systolic dysfunction (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	426611007	SNOMED	Congestive heart failure due to valvular disease (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	67441000119101	SNOMED	Congestive heart failure stage C (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1.56295410001191E+16	SNOMED	Congestive heart failure stage C due to ischemic cardiomyopathy (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	67431000119105	SNOMED	Congestive heart failure stage D (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	23341000119109	SNOMED	Congestive heart failure with right heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	96311000119109	SNOMED	Exacerbation of congestive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	194779001	SNOMED	Hypertensive heart and renal disease with (congestive) heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	15781000119107	SNOMED	Hypertensive heart AND chronic kidney disease with congestive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	5148006	SNOMED	Hypertensive heart disease with congestive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	83105008	SNOMED	Malignant hypertensive heart disease with congestive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	698594003	SNOMED	Symptomatic congestive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	195111005	SNOMED	Decompensated cardiac failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	418304008	SNOMED	Diastolic heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	120891000119109	SNOMED	Diastolic heart failure stage C (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	120881000119106	SNOMED	Diastolic heart failure stage D (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	462172006	SNOMED	Fetal heart failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	704242009	SNOMED	Fetal heart failure due to extracardiac disease (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	462174007	SNOMED	Fetal heart failure with myocardial hypertrophy (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	462175008	SNOMED	Fetal heart failure with redistribution of cardiac output (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	233924009	SNOMED	Heart failure as a complication of care (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	471880001	SNOMED	Heart failure due to end stage congenital heart disease (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	898208007	SNOMED	Heart failure due to thyrotoxicosis (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	788950000	SNOMED	Heart failure with mid range ejection fraction (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	446221000	SNOMED	Heart failure with normal ejection fraction (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1204206001	SNOMED	Left ventricular failure with normal ejection fraction due to cardiomyopathy (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1204203009	SNOMED	Left ventricular failure with normal ejection fraction due to coronary arteriosclerosis (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1204204003	SNOMED	Left ventricular failure with normal ejection fraction due to myocarditis (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1204200007	SNOMED	Left ventricular failure with normal ejection fraction due to valvular heart disease (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	703272007	SNOMED	Heart failure with reduced ejection fraction (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	703275009	SNOMED	Heart failure with reduced ejection fraction due to cardiomyopathy (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	703273002	SNOMED	Heart failure with reduced ejection fraction due to coronary artery disease (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	703276005	SNOMED	Heart failure with reduced ejection fraction due to heart valve disease (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	703274008	SNOMED	Heart failure with reduced ejection fraction due to myocarditis (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	10091002	SNOMED	High output heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	46113002	SNOMED	Hypertensive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	609507007	SNOMED	Induced termination of pregnancy complicated by cardiac failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	85232009	SNOMED	Left heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	195114002	SNOMED	Acute left ventricular failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	71892000	SNOMED	Cardiac asthma (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	1204462004	SNOMED	Left ventricular failure with sepsis (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	25544003	SNOMED	Low output heart failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	44088000	SNOMED	Low cardiac output syndrome (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	276514007	SNOMED	Neonatal cardiac failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	722919003	SNOMED	Neonatal cardiac failure due to decreased left ventricular output (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	724550005	SNOMED	Neonatal cardiac failure due to pulmonary overperfusion (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	314206003	SNOMED	Refractory heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	367363000	SNOMED	Right ventricular failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	13839000	SNOMED	Bernheim's syndrome (disorder)	0	0	1	0	1	1		0.25	Heart Failure
HF_IsA	1208846006	SNOMED	Right ventricular failure due to disorder of lung (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	1208848007	SNOMED	Right ventricular failure due to disorder of pulmonary circulation (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	83291003	SNOMED	Cor pulmonale (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	1208843003	SNOMED	Right ventricular failure due to heart valve disorder (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	1208850004	SNOMED	Right ventricular failure due to right ventricular infarction (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	1204468000	SNOMED	Right ventricular failure with sepsis (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	417996009	SNOMED	Systolic heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	120861000119102	SNOMED	Systolic heart failure stage C (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1.56297410001191E+16	SNOMED	Systolic heart failure stage C due to ischemic cardiomyopathy (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	120851000119104	SNOMED	Systolic heart failure stage D (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	155374007	SNOMED	Heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	155377000	SNOMED	Heart failure NOS (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	266248006	SNOMED	Heart failure NOS (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	686171000000103	SNOMED	Heart failure NOS (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	392748002	SNOMED	Heart failure confirmed (situation)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	393703008	SNOMED	Heart failure confirmed (situation)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	395105005	SNOMED	Heart failure confirmed (situation)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	749821000000101	SNOMED	Heart failure with normal ejection fraction (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1064941000000100	SNOMED	Heart failure with reduced ejection fraction (disorder)	1	0	1	1	3	1		0.75	Heart Failure
HF_IsA	195108009	SNOMED	Heart failure: [right] or [congestive] (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	195117009	SNOMED	Heart: [weak] or [failure NOS] (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	161505003	SNOMED	History of heart failure (situation)	1	0	1	0	2	1		0.5	Heart Failure
HF_IsA	309634009	SNOMED	History of heart failure in last year (situation)	1	0	1	0	2	1		0.5	Heart Failure
HF_IsA	194771003	SNOMED	Hypertensive heart disease NOS with congestive cardiac failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	599271000000109	SNOMED	Hypertensive heart disease NOS with congestive cardiac failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1010447000	SNOMED	Illegal abortion complicated by cardiac failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	155376009	SNOMED	Left ventricular failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	1010444007	SNOMED	Legal abortion complicated by cardiac failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	194763002	SNOMED	Malignant hypertensive heart disease with congestive cardiac failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	206594000	SNOMED	Neonatal cardiac failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	90727007	SNOMED	Pleural effusion due to congestive heart failure (disorder)	1	1	1	1	4	1		1	Heart Failure
HF_IsA	195132002	SNOMED	Post cardiac operation heart failure NOS (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	603891000000100	SNOMED	Post cardiac operation heart failure NOS (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	403298007	SNOMED	Red half-moon nail in congestive heart failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	194753005	SNOMED	Rheumatic left ventricular failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	128404006	SNOMED	Right heart failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	426012001	SNOMED	Right heart failure due to pulmonary hypertension (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	233925005	SNOMED	Right ventricular failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	277638005	SNOMED	Sepsis-associated left ventricular failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	277639002	SNOMED	Sepsis-associated right ventricular failure (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	773587008	SNOMED	X-linked intellectual disability, cardiomegaly, congestive heart failure syndrome (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	213214001	SNOMED	[Cardiac insufficiency] or [heart failure] as a complication of care (disorder)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I110	ICD10	Hypertensive heart disease with heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I130	ICD10	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I132	ICD10	Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I50	ICD10	Heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I500	ICD10	Congestive heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I501	ICD10	Left ventricular failure, unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I502	ICD10	Systolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5020	ICD10	Unspecified systolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5021	ICD10	Acute systolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5022	ICD10	Chronic systolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5023	ICD10	Acute on chronic systolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I503	ICD10	Diastolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5030	ICD10	Unspecified diastolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5031	ICD10	Acute diastolic (congestive) heart failure	1	0	1	1	3	1		0.75	Heart Failure
HF_IsA	I5032	ICD10	Chronic diastolic (congestive) heart failure	1	0	1	1	3	1		0.75	Heart Failure
HF_IsA	I5033	ICD10	Acute on chronic diastolic (congestive) heart failure	1	0	1	1	3	1		0.75	Heart Failure
HF_IsA	I504	ICD10	Combined systolic (congestive) and diastolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5040	ICD10	Unspecified combined systolic (congestive) and diastolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5041	ICD10	Acute combined systolic (congestive) and diastolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5042	ICD10	Chronic combined systolic (congestive) and diastolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5043	ICD10	Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I508	ICD10	Other heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5081	ICD10	Right heart failure	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I50810	ICD10	Right heart failure, unspecified	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I50811	ICD10	Acute right heart failure	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I50812	ICD10	Chronic right heart failure	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I50813	ICD10	Acute on chronic right heart failure	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I50814	ICD10	Right heart failure due to left heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5082	ICD10	Biventricular heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5083	ICD10	High output heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5084	ICD10	End stage heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I5089	ICD10	Other heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I509	ICD10	Heart failure, unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I9711	ICD10	Postprocedural cardiac insufficiency	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I97110	ICD10	Postprocedural cardiac insufficiency following cardiac surgery	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I97111	ICD10	Postprocedural cardiac insufficiency following other surgery	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I9713	ICD10	Postprocedural heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	I97130	ICD10	Postprocedural heart failure following cardiac surgery	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	I97131	ICD10	Postprocedural heart failure following other surgery	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	O2912	ICD10	Cardiac failure due to anesthesia during pregnancy	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	O29121	ICD10	Cardiac failure due to anesthesia during pregnancy, first trimester	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	O29122	ICD10	Cardiac failure due to anesthesia during pregnancy, second trimester	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	O29123	ICD10	Cardiac failure due to anesthesia during pregnancy, third trimester	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	O29129	ICD10	Cardiac failure due to anesthesia during pregnancy, unspecified trimester	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	P290	ICD10	Neonatal cardiac failure	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	39891	ICD9	Rheumatic heart failure (congestive)	1	1	1	0	3	1		0.75	Heart Failure
HF_IsA	40201	ICD9	Malignant hypertensive heart disease with heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40211	ICD9	Benign hypertensive heart disease with heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40291	ICD9	Unspecified hypertensive heart disease with heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40401	ICD9	Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40403	ICD9	Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40411	ICD9	Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40413	ICD9	Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40491	ICD9	Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	40493	ICD9	Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease	1	1	1	1	4	1		1	Heart Failure
HF_IsA	4280	ICD9	Congestive heart failure, unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	4281	ICD9	Left heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42820	ICD9	Systolic heart failure, unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42821	ICD9	Acute systolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42822	ICD9	Chronic systolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42823	ICD9	Acute on chronic systolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42830	ICD9	Diastolic heart failure, unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42831	ICD9	Acute diastolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42832	ICD9	Chronic diastolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42833	ICD9	Acute on chronic diastolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42840	ICD9	Combined systolic and diastolic heart failure, unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42841	ICD9	Acute combined systolic and diastolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42842	ICD9	Chronic combined systolic and diastolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	42843	ICD9	Acute on chronic combined systolic and diastolic heart failure	1	1	1	1	4	1		1	Heart Failure
HF_IsA	4289	ICD9	Heart failure, unspecified	1	1	1	1	4	1		1	Heart Failure
HF_IsA	428	ICD9	Heart failure	1	1	1	1	4	1	added 2/7/25 after realised that UKBB ICD9 dictionary contained codes that the ICD9CM base dictionary did not; but this is not selectable in UKBB so wont change anything	1	Heart Failure
DCM_IsA	1264404009	SNOMED	Dilated cardiomyopathy due to scleroderma (disorder)	1	1	0	1	3	1		0.75	Dilated cardiomyopathy
DCM_IsA	35719004	SNOMED	Dilated cardiomyopathy due to systemic sclerosis (disorder)	1	1	0	1	3	1		0.75	Dilated cardiomyopathy
DCM_IsA	36471000	SNOMED	Dilated cardiomyopathy due to systemic lupus erythematosus (disorder)	1	1	0	1	3	1		0.75	Dilated cardiomyopathy
DCM_IsA	60514000	SNOMED	Dilated cardiomyopathy due to familial storage disease (disorder)	1	1	1	1	4	1		1	Dilated cardiomyopathy
DCM_IsA	58911001	SNOMED	Dilated cardiomyopathy due to glycogen storage disease (disorder)	1	1	1	1	4	1		1	Dilated cardiomyopathy
DCM_IsA	880038008	SNOMED	Dilated cardiomyopathy due to lysosomal storage disease (disorder)	1	1	1	1	4	1		1	Dilated cardiomyopathy
