concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.CALIBER.Category	attributes.category	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249253	G300.00	Acute anterolateral infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249245	3236	ECG: lateral infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249263	G307.00	Acute subendocardial infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249248	G30..00	Acute myocardial infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249243	3234	ECG:posterior/inferior infarct	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249251	G30..15	MI - acute myocardial infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249268	G30X.00	Acute transmural myocardial infarction of unspecif site	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249278	G381.00	Postoperative transmural myocardial infarction inferior wall	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249258	G302.00	Acute inferolateral infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249242	3233	ECG: antero-septal infarct.	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249269	G30y.00	Other acute myocardial infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249259	G303.00	Acute inferoposterior infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249277	G380.00	Postoperative transmural myocardial infarction anterior wall	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249256	G301100	Acute anteroseptal infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249266	G309.00	Acute Q-wave infarct	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249276	G38..00	Postoperative myocardial infarction	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249250	G30..13	Cardiac rupture following myocardial infarction (MI)	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249240	G307100	Acute non-ST segment elevation myocardial infarction	NSTEMI		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249274	G30z.00	Acute myocardial infarction NOS	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3170	8499	2022-08-23T11:24:03.415352Z	3773	5092	1	3773	4987	249281	Gyu3400	[X]Acute transmural myocardial infarction of unspecif site	Acute MI not further specified		8499	File - Acute Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH1024	2257	Acute Myocardial Infarction (AMI)
3171	8501	2022-08-23T11:24:03.758826Z	3774	5093	1	3774	4988	249282	I21	Acute myocardial infarction	Acute MI not further specified		8501	File - Acute Myocardial Infarction - Secondary Care - Diagnosis	4	ICD10 codes	ICD10 Codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3172	8503	2022-08-23T11:24:04.102250Z	3775	5094	1	3775	4989	249284	K50.3	Percutaneous transluminal injection of therapeutic substance into coronary artery NEC	Transluminal coronary thrombolysis		8503	File - Acute Myocardial Infarction - Secondary Care - Diagnosis	7	OPCS4 codes	OPCS4 codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3172	8503	2022-08-23T11:24:04.102250Z	3775	5094	1	3775	4989	249283	K50.2	Percutaneous transluminal coronary thrombolysis using streptokinase	Transluminal coronary thrombolysis		8503	File - Acute Myocardial Infarction - Secondary Care - Diagnosis	7	OPCS4 codes	OPCS4 codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3173	8505	2022-08-23T11:24:04.459974Z	3776	5095	1	3776	4990	249287	4297	"Ill-defined descriptions and complications of heart disease ; Certain sequelae of myocardial infarction, not elsewhere classified"		Myocardial infarction	8505	File - Acute Myocardial Infarction - Death - ICD9	17	ICD9 codes	ICD9 codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3173	8505	2022-08-23T11:24:04.459974Z	3776	5095	1	3776	4990	249286	4110	Other acute and subacute forms of ischemic heart disease ; Postmyocardial infarction syndrome		Myocardial infarction	8505	File - Acute Myocardial Infarction - Death - ICD9	17	ICD9 codes	ICD9 codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3173	8505	2022-08-23T11:24:04.459974Z	3776	5095	1	3776	4990	249285	410	Acute myocardial infarction		Myocardial infarction	8505	File - Acute Myocardial Infarction - Death - ICD9	17	ICD9 codes	ICD9 codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3174	8507	2022-08-23T11:24:04.833777Z	3777	5096	1	3777	4991	249289	I22	Subsequent myocardial infarction		Myocardial Infarction	8507	File - Acute Myocardial Infarction - Death - ICD10	4	ICD10 codes	ICD10 Codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3174	8507	2022-08-23T11:24:04.833777Z	3777	5096	1	3777	4991	249288	I21	Acute myocardial infarction		Myocardial Infarction	8507	File - Acute Myocardial Infarction - Death - ICD10	4	ICD10 codes	ICD10 Codes	PH1024	2257	Acute Myocardial Infarction (AMI)
3174	8507	2022-08-23T11:24:04.833777Z	3777	5096	1	3777	4991	249290	I23	Certain current complications following acute myocardial infarction		Myocardial Infarction	8507	File - Acute Myocardial Infarction - Death - ICD10	4	ICD10 codes	ICD10 Codes	PH1024	2257	Acute Myocardial Infarction (AMI)
