concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Medcode	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303963	9N2p.00	Seen by community heart failure nurse	19002	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304028	402 C	HYPERTENSION CONGESTIVE HEART FAILURE	274927	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304013	G5yyC00	Diastolic dysfunction	104333	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304000	9Or2.00	Heart failure monitoring verbal invite	90192	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303999	9Or5.00	Heart failure monitoring third letter	89650	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303953	585k.00	Echocardiogram shows normal left ventricular function	12314	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303937	G581.00	Left ventricular failure	884	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304015	679W100	Education about deteriorating heart failure	105002	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303993	9N6T.00	Referred by heart failure nurse specialist	69062	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304037	7824AC	HEART FAILURE ACUTE	307227	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303977	9hH0.00	Excepted heart failure quality indicators: Patient unsuitabl	30749	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303974	ZRad.00	New York Heart Assoc classification heart failure symptoms	26242	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303944	G581.13	Impaired left ventricular function	5942	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304007	G5y4z00	Post cardiac operation heart failure NOS	96799	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303975	G580200	Decompensated cardiac failure	27884	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303988	67D4.00	Heart failure information given to patient	60099	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303986	8HTL.00	Referral to heart failure clinic	48897	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303967	Q48y100	Congenital cardiac failure	20822	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303980	8H2S.00	Admit heart failure emergency	32898	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304022	G583.12	Heart failure with preserved ejection fraction	106897	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303972	8B29.00	Cardiac failure therapy	24503	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304004	G580400	Congestive heart failure due to valvular disease	94870	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303998	662p.00	Heart failure 6 month review	83502	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304023	8IE0.00	Referral to heart failure education group declined	107981	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303941	G58z.00	Heart failure NOS	4024	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304027	4271B	CARDIAC ASTHMA	238197	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303983	G581.12	Pulmonary oedema - acute	43618	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303971	G580000	Acute congestive heart failure	23707	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303962	662f.00	New York Heart Association classification - class I	18853	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303966	R2y1000	[D]Cardiorespiratory failure	20324	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303970	Q490.00	Neonatal cardiac failure	23566	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303961	8HBE.00	Heart failure follow-up	17851	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303959	14A6.00	H/O: heart failure	15058	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304006	679X.00	Heart failure education	95835	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304036	4271A	LEFT VENTRICULAR FAILURE ACUTE	306435	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304016	8CeC.00	Preferred place of care for next exacerbation heart failure	105542	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303984	388D.00	New York Heart Assoc classification heart failure symptoms	46672	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303973	8HHb.00	Referral to heart failure nurse	26115	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304024	4270CC	CONGESTIVE HEART FAILURE COMPENSATED	211092	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304035	425 CC	CONGESTIVE CARDIOMYOPATHY	306434	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303990	9hH1.00	Excepted heart failure quality indicators: Informed dissent	64062	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303945	G5yy900	Left ventricular systolic dysfunction	8966	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304014	G5yyB00	Right ventricular diastolic dysfunction	104876	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303950	585f.00	Echocardiogram shows left ventricular systolic dysfunction	11284	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303989	SP11200	Cardiorespiratory failure as a complication of care	63548	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303969	G581.11	Asthma - cardiac	23481	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303968	G1yz100	Rheumatic left ventricular failure	22262	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303955	G5yyA00	Left ventricular diastolic dysfunction	12550	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303958	662g.00	New York Heart Association classification - class II	13189	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304010	8HgD.00	Discharge from heart failure nurse service	102585	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304008	G583.11	HFNEF - heart failure with normal ejection fraction	101137	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303976	G582.00	Acute heart failure	27964	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303964	662h.00	New York Heart Association classification - class III	19066	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304033	4271H	HEART FAILURE LEFT-SIDED	303796	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304025	7824FM	MYOCARDIAL FAILURE	220689	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303987	662i.00	New York Heart Association classification - class IV	51214	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304002	9hH..00	Exception reporting: heart failure quality indicators	90935	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303982	8CL3.00	Heart failure care plan discussed with patient	32945	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303940	G580.11	Congestive cardiac failure	2906	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303979	G580100	Chronic congestive heart failure	32671	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303992	SP11100	Cardiac insufficiency as a complication of care	68682	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304005	9N4s.00	Did not attend practice nurse heart failure clinic	95021	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303995	8Hk0.00	Referred to heart failure education group	71235	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303948	G580.12	Right heart failure	10079	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304021	8IE1.00	Referral to heart failure exercise programme declined	106894	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304003	8Hg8.00	Discharge from practice nurse heart failure clinic	91288	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303956	G58z.11	Weak heart	12590	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304009	G583.00	Heart failure with normal ejection fraction	101138	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303981	9Or..00	Heart failure monitoring administration	32911	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304018	661M500	Heart failure self-management plan agreed	106198	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303943	G581000	Acute left ventricular failure	5255	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303936	G580.00	Congestive heart failure	398	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304026	4270D	CONGESTIVE HEART FAILURE DECOMPENSATED	238196	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304031	4270C	CONGESTIVE CARDIAC FAILURE	303794	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303965	9Or0.00	Heart failure review completed	19380	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303949	G580.13	Right ventricular failure	10154	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304001	9Or1.00	Heart failure monitoring telephone invite	90193	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303996	9Or4.00	Heart failure monitoring second letter	72386	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303939	G58..00	Heart failure	2062	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304034	7824FH	HEART FAILURE	305135	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303954	662T.00	Congestive heart failure monitoring	12366	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304012	G584.00	Right ventricular failure	104275	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304038	7824BW	WEAK HEART	307228	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	304032	4271.00	LVF (LEFT VENTRICULAR FAILURE)	303795	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303960	G58z.12	Cardiac failure NOS	17278	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303938	G58..11	Cardiac failure	1223	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
3342	10221	2023-02-13T17:30:46.281759Z	8881	10481	1	8881	10195	303997	9Or3.00	Heart failure monitoring first letter	72965	10221	Congestive heart failure Read codes - Elixhauser	5	Read codes v2	Read codes v2	PH1074	2351	Congestive heart failure - Elixhauser primary care
