concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Entity.type	attributes.Coding.System..OXMIS.Read.	attributes.Category	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125074	4270C	CONGESTIVE CARDIAC FAILURE	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125065	4270D	CONGESTIVE HEART FAILURE DECOMPENSATED	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125072	4271	LVF (LEFT VENTRICULAR FAILURE)	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125071	4271A	LEFT VENTRICULAR FAILURE ACUTE	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125067	402 C	HYPERTENSION CONGESTIVE HEART FAILURE	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125076	4270CC	CONGESTIVE HEART FAILURE COMPENSATED	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125070	4270	CONGESTIVE HEART FAILURE	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125069	7824AC	HEART FAILURE ACUTE	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125066	4270LW	SYNDROME LOW-OUTPUT	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125079	428 A	INSUFFICIENCY CARDIAC	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125075	7824FH	HEART FAILURE	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125078	4270DR	DROPSY CARDIAC	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125068	4270R	HEART FAILURE RIGHT-SIDED	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125080	7824A	HIGH OUTPUT FAILURE (CARDIAC)	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
2045	5228	2021-10-06T16:27:43.826873Z	2249	2936	1	2249	2882	125073	7824FC	FAILURE CARDIAC	res26: HF	OXMIS	diagnostic	5228	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH631	1262	Heart Failure
