concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329896	0202020L0BGAHBD	Lasix 40mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329876	0202020L0AACHCH	Furosemide 250mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329893	0202020L0BCADBI	Diuresal 500mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329881	0202020L0AACMCM	Furosemide 3mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329933	0205052AEAAABAB	Sacubitril 97mg / Valsartan 103mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329861	0202020L0AABDBD	Furosemide 40mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329854	0202020D0AAAEAE	Bumetanide 1mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329910	0202080C0BBAAAA	Burinex K modified-release tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329898	0202020L0BPAABD	Frusid 40mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329873	0202020L0AACECE	Furosemide 60mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329915	020400080AAADAD	Carvedilol 3.125mg/5ml oral suspension	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329878	0202020L0AACJCJ	Furosemide 15mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329868	0202020L0AABZBZ	Furosemide 20mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329855	0202020D0AAAFAF	Bumetanide 5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329929	0204000ABAAADAD	Nebivolol 1.25mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329920	020400080AAAPAP	Carvedilol 5mg/5ml oral suspension	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329870	0202020L0AACBCB	Furosemide 80mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329895	0202020L0BGAGBB	Lasix 20mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329856	0202020D0AAAGAG	Bumetanide 5mg/5ml oral suspension	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329925	020400090AAAAAA	Bisoprolol 10mg / Hydrochlorothiazide 6.25mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329866	0202020L0AABXBX	Furosemide 50mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329904	0202020U0AAABAB	Torasemide 5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329927	0204000ABAAABAB	Nebivolol 2.5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329917	020400080AAAFAF	Carvedilol 6.25mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329899	0202020L0BWAABD	Froop 40mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329937	0205052AEBBACAC	Entresto 24mg/26mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329930	0204000ABBBAAAA	Nebilet 5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329912	0202080K0AAABAB	Furosemide 40mg/Pot chlor 600mg (pot 8mmol) MR tab	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329883	0202020L0AACPCP	Furosemide 25mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329932	0205052AEAAAAAA	Sacubitril 49mg / Valsartan 51mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329897	0202020L0BGAIBI	Lasix 500mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329928	0204000ABAAACAC	Nebivolol 10mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329892	0202020L0AADFDF	Furosemide 3.4mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329913	0202080K0BBAAAA	Lasikal modified-release tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329882	0202020L0AACNCN	Furosemide 100mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329884	0202020L0AACRCR	Furosemide 500mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329908	0202020U0BBACAC	Torem 10mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329918	020400080AAAMAM	Carvedilol 1.5mg/5ml oral suspension	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329894	0202020L0BGAAAT	Lasix 5mg/5ml oral solution	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329886	0202020L0AACTCT	Furosemide 4.5mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329875	0202020L0AACGCG	Furosemide 12.5mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329906	0202020U0BBAAAA	Torem 2.5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329916	020400080AAAEAE	Carvedilol 3.125mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329914	0202080K0BCAAAB	Diumide-K Continus tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329924	020400080BBADAF	Eucardic 6.25mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329858	0202020D0BBABAF	Burinex 5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329919	020400080AAANAN	Carvedilol 3.5mg suppositories	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329890	0202020L0AADDDD	Furosemide 8mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329934	0205052AEAAACAC	Sacubitril 24mg / Valsartan 26mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329872	0202020L0AACDCD	Furosemide 10mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329907	0202020U0BBABAB	Torem 5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329880	0202020L0AACLCL	Furosemide 1mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329859	0202020L0AAATAT	Furosemide 5mg/5ml oral solution sugar free	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329889	0202020L0AADADA	Furosemide 330mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329874	0202020L0AACFCF	Furosemide 120mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329853	0202020D0AAADAD	Bumetanide 1mg/5ml oral solution sugar free	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329926	0204000ABAAAAAA	Nebivolol 5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329862	0202020L0AABIBI	Furosemide 500mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329901	0202020L0BZABBN	Frusol 40mg/5ml oral solution	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329887	0202020L0AACXCX	Furosemide 200mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329902	0202020L0BZACBP	Frusol 50mg/5ml oral solution	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329864	0202020L0AABPBP	Furosemide 50mg/5ml oral solution sugar free	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329909	0202080C0AAAAAA	Bumetanide 500microg/Pot chlor 573mg (pot 7.7mmol) MR tab	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329891	0202020L0AADEDE	Furosemide 4mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329905	0202020U0AAACAC	Torasemide 10mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329921	020400080BBAAAB	Eucardic 12.5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329869	0202020L0AACACA	Furosemide 5mg/5ml oral solution	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329922	020400080BBABAC	Eucardic 25mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329923	020400080BBACAE	Eucardic 3.125mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329877	0202020L0AACICI	Furosemide 6.5mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329867	0202020L0AABYBY	Furosemide 40mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329903	0202020U0AAAAAA	Torasemide 2.5mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329885	0202020L0AACSCS	Furosemide 35mg/5ml oral liquid	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329911	0202080K0AAAAAA	Furosemide 20mg/Pot chlor 750mg (pot 10mmol) MR tab	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
3397	10442	2023-07-25T16:42:40.259065Z	8998	10661	1	8998	10368	329860	0202020L0AABBBB	Furosemide 20mg tablets	10442	Heart failure	11	BNF codes	BNF codes	PH1603	3016	Heart failure medication
