concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Entity.type	attributes.Coding.System..OXMIS.Read.	attributes.Category	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113352	G580.00	Congestive heart failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113346	G580.13	Right ventricular failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113361	G582.00	Acute heart failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113342	G58..00	Heart failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113340	G581.13	Impaired left ventricular function	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113353	G58..11	Cardiac failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113356	G580.12	Right heart failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113349	G1yz100	Rheumatic left ventricular failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113344	G580300	Compensated cardiac failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113343	G581.00	Left ventricular failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1914	4966	2021-10-06T16:23:56.457976Z	2118	2805	1	2118	2751	113360	G580000	Acute congestive heart failure	res21: HF	Read	diagnostic	4966	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113372	402 C	HYPERTENSION CONGESTIVE HEART FAILURE	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113371	4270D	CONGESTIVE HEART FAILURE DECOMPENSATED	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113369	4270CC	CONGESTIVE HEART FAILURE COMPENSATED	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113364	4270	CONGESTIVE HEART FAILURE	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113376	4271H	HEART FAILURE LEFT-SIDED	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113373	4270DR	DROPSY CARDIAC	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113377	4270LW	SYNDROME LOW-OUTPUT	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113370	4270R	HEART FAILURE RIGHT-SIDED	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113363	428 A	INSUFFICIENCY CARDIAC	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113375	4271A	LEFT VENTRICULAR FAILURE ACUTE	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113378	7824A	HIGH OUTPUT FAILURE (CARDIAC)	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113368	7824AC	HEART FAILURE ACUTE	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113367	7824FH	HEART FAILURE	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113366	7824FC	FAILURE CARDIAC	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113374	4270C	CONGESTIVE CARDIAC FAILURE	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
1915	4968	2021-10-06T16:23:56.928699Z	2119	2806	1	2119	2752	113365	4271	LVF (LEFT VENTRICULAR FAILURE)	res21: HF	OXMIS	diagnostic	4968	Heart Failure - Primary Care	15	OXMIS codes	OXMIS codes	PH531	1062	Heart Failure
