concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.terminology	attributes.code_type	attributes.Category	attributes.Phenotype	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214152	G5584	Amyloid cardiomyopathy                                                                                                                                                                                                                                         			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214144	G5570	Amyloid heart disease                                                                                                                                                                                                                                          			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214143	G557.	Nutritional and metabolic cardiomyopathies                                                                                                                                                                                                                     			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214154	G559.	Arrhythmogenic right ventricular cardiomyopathy                                                                                                                                                                                                                			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214158	G55z.	Cardiomyopathy NOS                                                                                                                                                                                                                                             			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214161	Gyu5R	[X]Cardiomyopathy in metabolic diseases CE                                                                                                                                                                                                                     			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214133	F391B	Cardiomyopathy in Duchenne muscular dystrophy                                                                                                                                                                                                                  			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214150	G5581	Cardiomyopathy in myotonic dystrophy                                                                                                                                                                                                                           			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214138	G554.	Other primary cardiomyopathies                                                                                                                                                                                                                                 			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214146	G5575	Thyrotoxic heart disease                                                                                                                                                                                                                                       			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214153	G558z	Cardiomyopathy in diseases EC, NOS                                                                                                                                                                                                                             			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214137	G552.	Obscure African cardiomyopathy                                                                                                                                                                                                                                 			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214136	G550.	Endomyocardial fibrosis                                                                                                                                                                                                                                        			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214134	G343.	Ischaemic cardiomyopathy                                                                                                                                                                                                                                       			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214160	Gyu5P	[X]Other cardiomyopathies                                                                                                                                                                                                                                      			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214141	G5545	Takotsubo cardiomyopathy                                                                                                                                                                                                                                       			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214132	C373G	Senile cardiac amyloidosis                                                                                                                                                                                                                                     			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214157	G55y0	Cardiomyopathy due to drugs and other external agents                                                                                                                                                                                                          			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214145	G5571	Beriberi heart disease                                                                                                                                                                                                                                         			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214142	G554z	Other primary cardiomyopathy NOS                                                                                                                                                                                                                               			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214131	C3733	Familial cardiac amyloid                                                                                                                                                                                                                                       			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214159	Gyu5N	[X]Other restrictive cardiomyopathy                                                                                                                                                                                                                            			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214147	G557z	Nutritional and metabolic cardiomyopathy NOS                                                                                                                                                                                                                   			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
2771	7292	2022-05-17T21:18:16.113116Z	3288	4378	1	3288	4322	214149	G5580	Cardiomyopathy in Friedreich's ataxia                                                                                                                                                                                                                          			Diagnosis of Other Cardiomyopathy                 	CARDIOMYOPATHY	7292	CCU002_01 Cardiomyopathy - Phenotypes - Wales primary care EHR: Cardiomyopathy	5	Read codes v2	Read codes v2	PH961	2139	CCU002_01 Cardiomyopathy
