concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.terminology	attributes.code_type	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217400	233828006	Acute non-Q wave infarction - anterolateral (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217364	194865003	Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217354	129574000	Postoperative myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217401	233829003	Acute Q wave infarction - inferior (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217395	428196007	Mixed myocardial ischemia and infarction (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217355	161502000	H/O: myocardial infarct at less than 60	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217378	314116003	Post infarct angina	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217371	233847009	Cardiac rupture after acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217394	394710008	First myocardial infarction (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217365	194866002	Rupture of chordae tendinae as current complication following acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217361	194858006	Subsequent myocardial infarction of inferior wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217363	194863005	Atrial septal defect as current complication following acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217404	233833005	Acute Q wave infarction - lateral (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217381	398274000	Coronary artery thrombosis (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217350	70422006	Acute subendocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217341	42531007	Microinfarct of heart	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217340	22298006	Myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217396	703213009	Acute ST segment elevation myocardial infarction of inferior wall (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217399	233827001	Acute Q wave infarction - anterolateral (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217368	233838001	Acute posterior myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217398	12238151000119107	Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217397	1089471000000109	Acute transmural myocardial infarction (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217346	62695002	Acute anteroseptal myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217379	315287002	Diabetes mellitus insulin-glucose infusion in acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217369	233843008	Silent myocardial infarction	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217393	394659003	Acute coronary syndrome (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217353	79009004	Acute myocardial infarction of septum	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217392	285991000119100	Acute ST segment elevation myocardial infarction involving left main coronary artery (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217356	161503005	H/O: myocardial infarct at greater than 60	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217351	73795002	Acute myocardial infarction of inferior wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217342	52035003	Acute anteroapical myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217402	233830008	Acute non-Q wave infarction - inferior (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217377	311796008	Postoperative subendocardial myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217357	194802003	True posterior myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217391	233832000	Acute non-Q wave infarction - inferolateral (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217374	308065005	H/O: Myocardial infarction in last year	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217380	371068009	Myocardial infarction with complication (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217349	70211005	Acute myocardial infarction of anterolateral wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217383	401303003	Acute ST segment elevation myocardial infarction (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217362	194862000	Haemopericardium as current complication following acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217344	57054005	Acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217338	10273003	Acute infarction of papillary muscle	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217343	54329005	Acute myocardial infarction of anterior wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217403	233831007	Acute Q wave infarction - inferolateral (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217370	233846000	Ventricular septal defect as current complication following acute myocardial infarction	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217409	703209002	Subsequent ST segment elevation myocardial infarction of inferior wall (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217373	307140009	Acute non-Q wave infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217348	66189004	Postmyocardial infarction syndrome	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217387	15712881000119105	Acute ST segment elevation myocardial infarction of anterolateral wall (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217339	15990001	Acute myocardial infarction of posterolateral wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217372	304914007	Acute Q wave myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217384	401314000	Acute non-ST segment elevation myocardial infarction (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217375	311792005	Postoperative transmural myocardial infarction of anterior wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217376	311793000	Postoperative transmural myocardial infarction of inferior wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217367	194868001	Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217358	194809007	Acute atrial infarction	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217408	703164000	Acute ST segment elevation myocardial infarction of anterior wall (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217345	58612006	Acute myocardial infarction of lateral wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217407	314207007	Non-Q wave myocardial infarction (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217385	428752002	Recent myocardial infarction (situation)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217389	233825009	Acute Q wave infarction - anteroseptal (disorder)	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217386	698593009	History of non-ST segment elevation myocardial infarction (situation)	SNOMEDCT	0.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217352	76593002	Acute myocardial infarction of inferoposterior wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
2843	7364	2022-05-17T21:20:56.147075Z	3360	4522	1	3360	4466	217360	194857001	Subsequent myocardial infarction of anterior wall	SNOMEDCT	1.0	7364	CCU002_02 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: MI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH988	2166	CCU002_02 Acute Myocardial Infarction (AMI)
