concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.terminology	attributes.code_type	attributes.Category	attributes.Phenotype	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209604	311793000	Postoperative transmural myocardial infarction of inferior wall	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209576	66189004	Postmyocardial infarction syndrome	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209582	129574000	Postoperative myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209580	76593002	Acute myocardial infarction of inferoposterior wall	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209591	194863005	Atrial septal defect as current complication following acute myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209585	194802003	True posterior myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209623	428196007	Mixed myocardial ischemia and infarction (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209628	233828006	Acute non-Q wave infarction - anterolateral (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209632	233833005	Acute Q wave infarction - lateral (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209606	314116003	Post infarct angina	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209616	15712921000119103	Acute ST segment elevation myocardial infarction of lateral wall (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209592	194865003	Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209631	233831007	Acute Q wave infarction - inferolateral (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209595	194868001	Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209587	194856005	Subsequent myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209625	1089471000000109	Acute transmural myocardial infarction (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209594	194867006	Rupture of papillary muscle as current complication following acute myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209624	703213009	Acute ST segment elevation myocardial infarction of inferior wall (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209609	398274000	Coronary artery thrombosis (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209584	161503005	H/O: myocardial infarct at greater than 60	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209603	311792005	Postoperative transmural myocardial infarction of anterior wall	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209575	65547006	Acute myocardial infarction of inferolateral wall	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209639	703360004	Subsequent non-ST segment elevation myocardial infarction (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209608	371068009	Myocardial infarction with complication (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209586	194809007	Acute atrial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209622	394710008	First myocardial infarction (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209583	161502000	H/O: myocardial infarct at less than 60	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209627	233827001	Acute Q wave infarction - anterolateral (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209626	12238151000119107	Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209590	194862000	Haemopericardium as current complication following acute myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209605	311796008	Postoperative subendocardial myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209602	308065005	H/O: Myocardial infarction in last year	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209567	15990001	Acute myocardial infarction of posterolateral wall	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209565	1755008	Old myocardial infarction	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209593	194866002	Rupture of chordae tendinae as current complication following acute myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209619	233832000	Acute non-Q wave infarction - inferolateral (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209617	233825009	Acute Q wave infarction - anteroseptal (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209572	57054005	Acute myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209569	42531007	Microinfarct of heart	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209620	285991000119100	Acute ST segment elevation myocardial infarction involving left main coronary artery (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209598	233846000	Ventricular septal defect as current complication following acute myocardial infarction	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209570	52035003	Acute anteroapical myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209615	15712881000119105	Acute ST segment elevation myocardial infarction of anterolateral wall (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209596	233838001	Acute posterior myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209579	73795002	Acute myocardial infarction of inferior wall	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209574	62695002	Acute anteroseptal myocardial infarction	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209610	399211009	History of - myocardial infarction (context-dependent category)	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209577	70211005	Acute myocardial infarction of anterolateral wall	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209635	314207007	Non-Q wave myocardial infarction (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209629	233829003	Acute Q wave infarction - inferior (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209611	401303003	Acute ST segment elevation myocardial infarction (disorder)	SNOMEDCT	1			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2740	7261	2022-05-17T21:16:24.079387Z	3257	4316	1	3257	4260	209614	698593009	History of non-ST segment elevation myocardial infarction (situation)	SNOMEDCT	0			7261	CCU002_01 Acute myocardial infarction - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH949	2127	CCU002_01 Acute myocardial infarction
2741	7262	2022-05-17T21:16:24.522286Z	3258	4318	1	3258	4262	209641	I24.1	Dressler's syndrome	ICD10	1			7262	CCU002_01 Acute myocardial infarction - Phenotypes - England hospitalization EHR: AMI (as covariate) diagnosis	4	ICD10 codes	ICD10 Codes	PH949	2127	CCU002_01 Acute myocardial infarction
2741	7262	2022-05-17T21:16:24.522286Z	3258	4318	1	3258	4262	209640	I25.2	Old myocardial infarction	ICD10	0			7262	CCU002_01 Acute myocardial infarction - Phenotypes - England hospitalization EHR: AMI (as covariate) diagnosis	4	ICD10 codes	ICD10 Codes	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209691	G363.	Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI                                                                                                                                                                                                     			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
