concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Entity.type	attributes.Category	attributes.Coding.System..Read.	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80577	G30..16	Thrombosis - coronary	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80570	G344.00	Silent myocardial ischaemia	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80573	G30yz00	Other acute myocardial infarction NOS	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80567	G30..14	Heart attack	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80591	G308.00	Inferior myocardial infarction NOS	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80557	G381.00	Postoperative transmural myocardial infarction inferior wall	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80582	G31y300	Transient myocardial ischaemia	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80566	G301.00	Other specified anterior myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80600	G309.00	Acute Q-wave infarct	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80575	G301000	Acute anteroapical infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80585	G30z.00	Acute myocardial infarction NOS	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80580	G310.00	Postmyocardial infarction syndrome	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80562	G30A.00	Mural thrombosis	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80556	G350.00	Subsequent myocardial infarction of anterior wall	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80568	G303.00	Acute inferoposterior infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80584	G302.00	Acute inferolateral infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80560	G360.00	Haemopericardium/current comp folow acut myocard infarct	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80601	G30y.00	Other acute myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80589	G307.00	Acute subendocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80561	G306.00	True posterior myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80565	G32..00	Old myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80599	G30..11	Attack - heart	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80564	G307100	Acute non-ST segment elevation myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80602	G310.11	Dressler's syndrome	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80593	G307000	Acute non-Q wave infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80586	G30..15	MI - acute myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80583	G30y200	Acute septal infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80595	G301100	Acute anteroseptal infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80594	G32..12	Personal history of myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80597	G304.00	Posterior myocardial infarction NOS	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80579	G361.00	Atrial septal defect/curr comp folow acut myocardal infarct	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80569	G30..12	Coronary thrombosis	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80596	323..00	ECG: myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80559	G30X.00	Acute transmural myocardial infarction of unspecif site	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80588	G30X000	Acute ST segment elevation myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
1685	4508	2021-10-06T16:15:30.631923Z	1889	2576	1	1889	2522	80576	G32..11	Healed myocardial infarction	res12: Myocardial_infarction	diagnostic	Read	4508	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH356	712	Myocardial Infarction
