concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Disease	attributes.Medcode	attributes.Category	attributes.ReadcodeDescr	attributes.Readcode	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58376	G558100	Cardiomyopathy in myotonic dystrophy	Other Cardiomyopathy	27683.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58366	G554511	Stress cardiomyopathy	Other Cardiomyopathy	104658.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58385	G55y000	Cardiomyopathy due to drugs and other external agents	Other Cardiomyopathy	58938.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58379	G558.00	Cardiomyopathy in disease EC	Other Cardiomyopathy	55850.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58361	G550.00	Endomyocardial fibrosis	Other Cardiomyopathy	15990.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58369	G557000	Amyloid heart disease	Other Cardiomyopathy	30667.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58381	G559.00	Arrhythmogenic right ventricular cardiomyopathy	Other Cardiomyopathy	97780.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58378	G558400	Amyloid cardiomyopathy	Other Cardiomyopathy	105651.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58387	G55z.00	Cardiomyopathy NOS	Other Cardiomyopathy	22993.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58357	C373300	Familial cardiac amyloid	Other Cardiomyopathy	56635.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58374	G557z00	Nutritional and metabolic cardiomyopathy NOS	Other Cardiomyopathy	64673.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58386	G55y.00	Secondary cardiomyopathy NOS	Other Cardiomyopathy	42043.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58375	G558000	Cardiomyopathy in Friedreich's ataxia	Other Cardiomyopathy	70855.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58382	G55A.00	Tachycardiomyopathy	Other Cardiomyopathy	102955.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58362	G552.00	Obscure African cardiomyopathy	Other Cardiomyopathy	68685.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58377	G558200	Dystrophic cardiomyopathy	Other Cardiomyopathy	64837.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58367	G554.00	Other primary cardiomyopathies	Other Cardiomyopathy	57306.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58364	G554200	Familial cardiomyopathy	Other Cardiomyopathy	21852.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58388	Gyu5N00	[X]Other restrictive cardiomyopathy	Other Cardiomyopathy	92266.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58383	G55A.11	Tachycardia-induced cardiomyopathy	Other Cardiomyopathy	104529.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58360	G343.00	Ischaemic cardiomyopathy	Other Cardiomyopathy	7320.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58368	G554z00	Other primary cardiomyopathy NOS	Other Cardiomyopathy	40834.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58373	G557.00	Nutritional and metabolic cardiomyopathies	Other Cardiomyopathy	100966.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1048	3235	2021-10-06T16:04:11.640429Z	1252	1939	1	1252	1885	58372	G557500	Thyrotoxic heart disease	Other Cardiomyopathy	20035.0	Diagnosis of Other Cardiomyopathy			3235	Other Cardiomyopathy - Primary care	5	Read codes v2	Read codes v2	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58419	58938.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy due to drugs and other external agents	G55y000	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58396	68685.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Obscure African cardiomyopathy	G552.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58412	105651.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Amyloid cardiomyopathy	G558400	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58410	27683.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy in myotonic dystrophy	G558100	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58422	92266.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			[X]Other restrictive cardiomyopathy	Gyu5N00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58418	3204.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy	G55..00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58411	64837.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Dystrophic cardiomyopathy	G558200	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58398	21852.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Familial cardiomyopathy	G554200	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58401	57306.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Other primary cardiomyopathies	G554.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58409	70855.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy in Friedreich's ataxia	G558000	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58393	44272.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy in Duchenne muscular dystrophy	F391B00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58400	104658.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Stress cardiomyopathy	G554511	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58395	15990.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Endomyocardial fibrosis	G550.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58399	101015.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Takotsubo cardiomyopathy	G554500	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58402	40834.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Other primary cardiomyopathy NOS	G554z00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58415	97780.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Arrhythmogenic right ventricular cardiomyopathy	G559.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58397	41488.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Constrictive cardiomyopathy	G554100	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58424	98634.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			[X]Cardiomyopathy in metabolic diseases CE	Gyu5R00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58407	100966.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Nutritional and metabolic cardiomyopathies	G557.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58392	105398.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Senile cardiac amyloidosis	C373G00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58406	20035.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Thyrotoxic heart disease	G557500	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58421	22993.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy NOS	G55z.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58417	104529.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Tachycardia-induced cardiomyopathy	G55A.11	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58394	7320.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Ischaemic cardiomyopathy	G343.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58403	30667.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Amyloid heart disease	G557000	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58391	56635.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Familial cardiac amyloid	C373300	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58413	55850.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy in disease EC	G558.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58416	102955.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Tachycardiomyopathy	G55A.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58408	64673.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Nutritional and metabolic cardiomyopathy NOS	G557z00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58404	105798.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiac amyloidosis	G557011	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58414	98020.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Cardiomyopathy in diseases EC, NOS	G558z00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58423	97617.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			[X]Other cardiomyopathies	Gyu5P00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58420	42043.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Secondary cardiomyopathy NOS	G55y.00	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1049	3237	2021-10-06T16:04:12.235461Z	1253	1940	1	1253	1886	58405	49844.0	Diagnosis of Other Cardiomyopathy	Other Cardiomyopathy			Beriberi heart disease	G557100	3237	Other Cardiomyopathy - Primary care	8	Med codes	Med codes	PH129	258	Other Cardiomyopathy
1050	3239	2021-10-06T16:04:12.618989Z	1254	1941	1	1254	1887	58428	I42.7	Cardiomyopathy due to drugs and other external agents	Other Cardiomyopathy		Diagnosis of Other Cardiomyopathy			3239	Other Cardiomyopathy - Secondary care - Diagnoses	4	ICD10 codes	ICD10 Codes	PH129	258	Other Cardiomyopathy
1050	3239	2021-10-06T16:04:12.618989Z	1254	1941	1	1254	1887	58429	I42.8	Other cardiomyopathies	Other Cardiomyopathy		Diagnosis of Other Cardiomyopathy			3239	Other Cardiomyopathy - Secondary care - Diagnoses	4	ICD10 codes	ICD10 Codes	PH129	258	Other Cardiomyopathy
1050	3239	2021-10-06T16:04:12.618989Z	1254	1941	1	1254	1887	58425	I25.5	Ischaemic cardiomyopathy	Other Cardiomyopathy		Diagnosis of Other Cardiomyopathy			3239	Other Cardiomyopathy - Secondary care - Diagnoses	4	ICD10 codes	ICD10 Codes	PH129	258	Other Cardiomyopathy
1050	3239	2021-10-06T16:04:12.618989Z	1254	1941	1	1254	1887	58427	I42.5	Other restrictive cardiomyopathy	Other Cardiomyopathy		Diagnosis of Other Cardiomyopathy			3239	Other Cardiomyopathy - Secondary care - Diagnoses	4	ICD10 codes	ICD10 Codes	PH129	258	Other Cardiomyopathy
1050	3239	2021-10-06T16:04:12.618989Z	1254	1941	1	1254	1887	58431	I43	Cardiomyopathy in diseases classified elsewhere	Other Cardiomyopathy		Diagnosis of Other Cardiomyopathy			3239	Other Cardiomyopathy - Secondary care - Diagnoses	4	ICD10 codes	ICD10 Codes	PH129	258	Other Cardiomyopathy
1050	3239	2021-10-06T16:04:12.618989Z	1254	1941	1	1254	1887	58426	I42.3	Endomyocardial (eosinophilic) disease	Other Cardiomyopathy		Diagnosis of Other Cardiomyopathy			3239	Other Cardiomyopathy - Secondary care - Diagnoses	4	ICD10 codes	ICD10 Codes	PH129	258	Other Cardiomyopathy
1050	3239	2021-10-06T16:04:12.618989Z	1254	1941	1	1254	1887	58430	I42.9	Cardiomyopathy, unspecified	Other Cardiomyopathy		Diagnosis of Other Cardiomyopathy			3239	Other Cardiomyopathy - Secondary care - Diagnoses	4	ICD10 codes	ICD10 Codes	PH129	258	Other Cardiomyopathy
