concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.terminology	attributes.code_type	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217567	422293003	New York Heart Association Classification - Class IV (finding)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217541	10633002	Acute congestive heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217571	698592004	Asymptomatic left ventricular systolic dysfunction (disorder)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217565	420913000	New York Heart Association Classification - Class III (finding)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217564	420300004	New York Heart Association Classification - Class I (finding)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217548	84114007	Heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217545	71892000	Cardiac asthma	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217552	92506005	Biventricular congestive heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217549	85232009	Left heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217561	206586007	Congenital cardiac failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217572	430396006	Chronic systolic dysfunction of left ventricle (disorder)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217547	83105008	Malignant hypertensive heart disease with congestive heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217585	717501000000108	Heart failure monitoring verbal invitation (procedure)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217562	275514001	Impaired left ventricular function	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217555	194767001	Benign hypertensive heart disease with congestive cardiac failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217582	711461000000104	Heart failure monitoring invitation (procedure)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217543	43736008	Rheumatic left ventricular failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217557	194781004	Hypertensive heart and renal disease with both (congestive) heart failure and renal failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217576	48447003	Chronic heart failure (disorder)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217575	446221000	Heart failure with normal ejection fraction (disorder)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217566	421704003	New York Heart Association Classification - Class II (finding)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217558	195111005	Decompensated cardiac failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217579	717491000000102	Excepted from heart failure quality indicators - informed dissent (finding)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217556	194779001	Hypertensive heart and renal disease with (congestive) heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217550	87837008	Chronic pulmonary heart disease	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217542	42343007	Congestive heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217577	314206003	Refractory heart failure (disorder)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217568	426263006	Congestive heart failure due to left ventricular systolic dysfunction (disorder)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217586	717531000000102	Heart failure monitoring telephone invitation (procedure)	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2853	7374	2022-05-17T21:21:14.418809Z	3370	4542	1	3370	4486	217544	56675007	Acute heart failure	SNOMEDCT	1.0	7374	CCU002_02 Heart Failure (HF) - Phenotypes - England primary care EHR: Heart failure diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH993	2171	CCU002_02 Heart Failure (HF)
2854	7375	2022-05-17T21:21:14.906909Z	3371	4544	1	3371	4488	217590	I50	Heart failure	ICD10	1.0	7375	CCU002_02 Heart Failure (HF) - Phenotypes - England hospitalization EHR: Heart failure diagnosis	4	ICD10 codes	ICD10 Codes	PH993	2171	CCU002_02 Heart Failure (HF)
2854	7375	2022-05-17T21:21:14.906909Z	3371	4544	1	3371	4488	217588	I13.0	Hypertensive heart and renal disease with (congestive) heart failure	ICD10	1.0	7375	CCU002_02 Heart Failure (HF) - Phenotypes - England hospitalization EHR: Heart failure diagnosis	4	ICD10 codes	ICD10 Codes	PH993	2171	CCU002_02 Heart Failure (HF)
2854	7375	2022-05-17T21:21:14.906909Z	3371	4544	1	3371	4488	217589	I13.2	Hypertensive heart and renal disease with both (congestive) heart failure and renal failure	ICD10	1.0	7375	CCU002_02 Heart Failure (HF) - Phenotypes - England hospitalization EHR: Heart failure diagnosis	4	ICD10 codes	ICD10 Codes	PH993	2171	CCU002_02 Heart Failure (HF)
2854	7375	2022-05-17T21:21:14.906909Z	3371	4544	1	3371	4488	217587	I11.0	Hypertensive heart disease with (congestive) heart failure	ICD10	1.0	7375	CCU002_02 Heart Failure (HF) - Phenotypes - England hospitalization EHR: Heart failure diagnosis	4	ICD10 codes	ICD10 Codes	PH993	2171	CCU002_02 Heart Failure (HF)
