concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.type	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208956	285991000119100	Acute ST segment elevation myocardial infarction involving left main coronary artery (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208923	194856005	Subsequent myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208969	233834004	Acute non-Q wave infarction - lateral (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208958	394710008	First myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208922	194809007	Acute atrial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208926	194862000	Haemopericardium as current complication following acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208947	401303003	Acute ST segment elevation myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208975	703360004	Subsequent non-ST segment elevation myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208955	233832000	Acute non-Q wave infarction - inferolateral (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208941	311796008	Postoperative subendocardial myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208935	233847009	Cardiac rupture after acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208957	394659003	Acute coronary syndrome (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208954	233826005	Acute non-Q wave infarction - anteroseptal (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208944	371068009	Myocardial infarction with complication (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208914	70422006	Acute subendocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208913	70211005	Acute myocardial infarction of anterolateral wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208964	233828006	Acute non-Q wave infarction - anterolateral (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208915	73795002	Acute myocardial infarction of inferior wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208933	233843008	Silent myocardial infarction	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208911	65547006	Acute myocardial infarction of inferolateral wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208902	10273003	Acute infarction of papillary muscle	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208932	233838001	Acute posterior myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208919	161502000	H/O: myocardial infarct at less than 60	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208906	52035003	Acute anteroapical myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208960	703213009	Acute ST segment elevation myocardial infarction of inferior wall (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208953	233825009	Acute Q wave infarction - anteroseptal (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208962	12238151000119107	Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208948	401314000	Acute non-ST segment elevation myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208952	15712921000119103	Acute ST segment elevation myocardial infarction of lateral wall (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208945	398274000	Coronary artery thrombosis (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208970	233835003	Acute widespread myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208959	428196007	Mixed myocardial ischemia and infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208927	194863005	Atrial septal defect as current complication following acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208965	233829003	Acute Q wave infarction - inferior (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208946	399211009	History of - myocardial infarction (context-dependent category)	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208968	233833005	Acute Q wave infarction - lateral (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208943	315287002	Diabetes mellitus insulin-glucose infusion in acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208961	1089471000000109	Acute transmural myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208917	79009004	Acute myocardial infarction of septum	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208942	314116003	Post infarct angina	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208937	307140009	Acute non-Q wave infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208929	194866002	Rupture of chordae tendinae as current complication following acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208925	194858006	Subsequent myocardial infarction of inferior wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208909	58612006	Acute myocardial infarction of lateral wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208918	129574000	Postoperative myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208920	161503005	H/O: myocardial infarct at greater than 60	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208903	15990001	Acute myocardial infarction of posterolateral wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208974	703211006	Subsequent ST segment elevation myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208907	54329005	Acute myocardial infarction of anterior wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208951	15712881000119105	Acute ST segment elevation myocardial infarction of anterolateral wall (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208967	233831007	Acute Q wave infarction - inferolateral (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208936	304914007	Acute Q wave myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208930	194867006	Rupture of papillary muscle as current complication following acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208938	308065005	H/O: Myocardial infarction in last year	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208931	194868001	Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208939	311792005	Postoperative transmural myocardial infarction of anterior wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208901	1755008	Old myocardial infarction	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208971	314207007	Non-Q wave myocardial infarction (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208908	57054005	Acute myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208966	233830008	Acute non-Q wave infarction - inferior (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208940	311793000	Postoperative transmural myocardial infarction of inferior wall	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208905	42531007	Microinfarct of heart	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208904	22298006	Myocardial infarction	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208963	233827001	Acute Q wave infarction - anterolateral (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208912	66189004	Postmyocardial infarction syndrome	0	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
2721	7242	2022-05-17T21:15:50.172538Z	3238	4278	1	3238	4222	208973	703209002	Subsequent ST segment elevation myocardial infarction of inferior wall (disorder)	1	7242	CCU000 Acute Myocardial Infarction (AMI) - Phenotypes - England primary care EHR: AMI diagnosis	9	SNOMED  CT codes	SNOMED CT codes	PH942	2120	CCU000 Acute Myocardial Infarction (AMI)
