concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Entity.type	attributes.Category	attributes.Coding.System..Read.	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133876	G581.00	Left ventricular failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133869	G581.13	Impaired left ventricular function	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133881	G582.00	Acute heart failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133877	G58z.12	Cardiac failure NOS	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133882	G58z.11	Weak heart	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133883	G583.12	Heart failure with preserved ejection fraction	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133873	G580400	Congestive heart failure due to valvular disease	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133866	G58..00	Heart failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133885	G584.00	Right ventricular failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133867	G580000	Acute congestive heart failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133863	G1yz100	Rheumatic left ventricular failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133864	G580.00	Congestive heart failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133868	G580.14	Biventricular failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133874	G580300	Compensated cardiac failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133862	G580.11	Congestive cardiac failure	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
2107	5352	2021-10-06T16:30:12.539199Z	2311	2998	1	2311	2944	133872	G581.12	Pulmonary oedema - acute	res25: P5_heart_failure	diagnostic	Read	5352	Heart Failure (P5) - Primary Care	5	Read codes v2	Read codes v2	PH687	1374	Heart Failure (P5)
